timestamp,open,high,low,close
2020-01-13 05:00:00,48.65999984741211,48.86000061035156,48.2400016784668,48.75
2020-01-14 05:00:00,48.63999938964844,49.040000915527344,47.90999984741211,48.209999084472656
2020-01-15 05:00:00,48.22999954223633,49.08000183105469,48.119998931884766,48.54999923706055
2020-01-16 05:00:00,49.16999816894531,50.310001373291016,48.9900016784668,49.77000045776367
2020-01-17 05:00:00,50.20000076293945,51.04999923706055,49.900001525878906,50.93000030517578
2020-01-21 05:00:00,50.959999084472656,51.810001373291016,50.70000076293945,51.04999923706055
2020-01-22 05:00:00,51.630001068115234,51.880001068115234,51.20000076293945,51.43000030517578
2020-01-23 05:00:00,51.34000015258789,51.75,50.7400016784668,51.709999084472656
2020-01-24 05:00:00,52.27999877929688,52.810001373291016,49.470001220703125,50.34999847412109
2020-01-27 05:00:00,48.45000076293945,49.790000915527344,47.900001525878906,49.2599983215332
2020-01-28 05:00:00,50.02999877929688,50.84999847412109,49.47999954223633,50.52999877929688
2020-01-29 05:00:00,47.84000015258789,48.06999969482422,46.09999847412109,47.5099983215332
2020-01-30 05:00:00,46.4900016784668,48.810001373291016,46.130001068115234,48.77999877929688
2020-01-31 05:00:00,48.400001525878906,48.58000183105469,46.790000915527344,47.0
2020-02-03 05:00:00,46.400001525878906,48.09999847412109,46.22999954223633,48.02000045776367
2020-02-04 05:00:00,49.209999084472656,49.75,48.61000061035156,49.45000076293945
2020-02-05 05:00:00,50.290000915527344,50.41999816894531,49.310001373291016,49.84000015258789
2020-02-06 05:00:00,48.79999923706055,49.38999938964844,47.630001068115234,49.31999969482422
2020-02-07 05:00:00,48.90999984741211,50.66999816894531,48.63999938964844,49.72999954223633
2020-02-10 05:00:00,49.470001220703125,52.29999923706055,49.34999847412109,52.2599983215332
2020-02-11 05:00:00,53.220001220703125,54.47999954223633,52.90999984741211,53.79999923706055
2020-02-12 05:00:00,54.52999877929688,54.84999847412109,53.52999877929688,53.88999938964844
2020-02-13 05:00:00,53.43000030517578,55.02999877929688,53.34000015258789,54.52999877929688
